Id,Model,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar
1855,2590,66,426,8,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,1790,33,107,2,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,3714,66,527,4,15,yes,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,2499,66,424,8,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,3144,66,528,16,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,2899,50,240,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,2390,66,424,4,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,2375,33,545,8,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,1945,33,340,4,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,2090,25,214,4,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,2168,33,212,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,2890,66,426,8,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,2595,33,424,8,17,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,3198,66,450,16,15,yes,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,2890,25,528,16,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,1744,33,107,2,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,2685,66,545,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,2044,66,107,2,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,1999,50,245,4,15,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,2095,50,214,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,2285,66,340,8,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,2364,33,212,4,14,yes,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,1844,25,214,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,1349,33,212,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,3044,50,528,16,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,2149,66,245,4,15,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,1890,33,107,2,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,1818,25,212,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,2999,66,340,8,15,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,1990,66,107,2,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,2990,50,528,16,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,1529,33,245,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,2144,33,214,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,1799,33,120,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1799,33,230,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,2439,50,340,8,17,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,2055,33,340,8,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,1695,25,214,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,1644,33,107,2,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,2065,33,340,8,15,yes,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,2295,50,424,8,15,yes,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,2490,33,426,8,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,3144,50,528,16,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,2844,33,528,16,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,1944,33,107,2,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,1899,66,245,4,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,2185,25,528,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,1795,33,214,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,1844,33,107,2,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,2190,50,214,4,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,2595,33,528,16,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,1595,33,340,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,1495,33,107,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,1795,50,424,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,2374,33,120,4,14,yes,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,2498,50,320,8,15,yes,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,2175,66,340,4,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,1908,33,120,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,1999,33,340,8,14,yes,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,1599,25,120,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,2090,25,426,8,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,1670,25,212,4,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,2478,33,245,8,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,2590,66,214,4,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,1749,50,245,4,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,1995,33,214,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,1929,33,245,4,15,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,3390,66,528,16,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,2044,50,107,2,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,3290,50,528,16,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,2175,33,425,8,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,1449,25,120,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,2795,33,528,16,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,1795,50,107,2,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,2359,33,245,8,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,2049,33,212,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,2895,50,528,16,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2608,33,340,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,1944,25,214,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,2495,66,426,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,2405,66,425,8,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,2104,33,120,4,14,yes,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,2190,33,214,4,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,2195,66,214,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,3589,66,527,8,15,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,2344,66,214,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,1695,33,340,4,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,1890,33,212,4,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,1854,25,120,4,14,yes,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,2299,66,120,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,3044,66,245,4,15,yes,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,2944,66,340,8,17,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,2145,33,340,4,15,yes,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,1944,50,107,2,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,2144,66,107,2,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1395,25,107,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,2244,33,214,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,2744,33,528,16,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,2674,33,245,8,14,yes,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,1495,33,107,2,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,3205,66,545,8,17,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,2390,33,426,8,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,1395,25,107,2,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,2815,50,424,8,17,yes,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,1599,50,245,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,2190,50,424,4,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,3678,66,527,8,15,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,1695,33,107,2,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,1895,25,212,4,17,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,1275,25,212,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,3399,66,527,4,15,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,1789,33,120,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,2699,33,240,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,2544,33,426,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,2744,66,426,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1790,25,214,4,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,1490,25,107,2,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,2315,33,340,8,17,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,2285,33,528,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,3904,66,527,8,15,yes,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,1699,25,212,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,1695,25,214,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,2138,33,212,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,1895,66,107,2,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,2490,50,214,4,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,1995,66,424,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,2644,25,528,16,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,1699,33,245,4,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,1544,25,107,2,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,2744,50,340,8,17,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,2495,25,528,16,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,1995,25,426,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,1539,25,120,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,1878,33,120,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,2090,33,107,2,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1299,25,120,4,14,yes,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,2044,33,214,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,5399,66,1200,32,17,yes,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,1395,25,107,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,3365,66,450,16,15,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1395,25,240,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2014,25,212,4,14,yes,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,2590,25,528,16,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,2295,66,340,8,15,yes,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1788,25,212,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,2975,33,545,8,17,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,3495,50,452,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2578,33,340,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1494,25,240,4,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2999,66,450,16,15,yes,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2190,33,426,8,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1590,33,107,2,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2690,33,426,8,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2489,33,340,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,2544,50,426,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2848,66,245,4,15,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2799,66,340,16,15,yes,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2059,33,120,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1749,33,212,4,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,1495,33,212,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2744,25,528,16,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2699,66,245,8,15,yes,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1749,66,245,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2818,66,245,4,15,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1495,33,212,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1790,25,107,2,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1944,33,214,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2344,33,426,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1890,50,107,2,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2644,66,426,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1709,25,120,4,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2244,25,426,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,2804,33,340,4,14,yes,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,1795,50,340,4,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,2244,33,426,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,2995,66,528,16,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,2585,50,528,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,2595,66,424,4,17,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,2559,66,340,8,17,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,2375,66,340,4,15,yes,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,2290,66,214,4,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1895,33,340,8,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,2195,50,340,8,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,2295,33,426,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,2990,33,528,16,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,2455,33,545,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,1894,50,340,4,15,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,2448,33,245,8,14,no,no,no,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,2975,33,1370,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,2485,33,528,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,2685,66,528,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,3190,33,528,16,14,yes,yes,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,2444,33,426,8,14,no,no,yes,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,2069,33,340,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,1709,25,170,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,1994,33,120,4,14,yes,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,3090,66,528,16,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,1425,25,120,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,2995,66,528,16,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,1804,25,120,4,14,yes,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,3015,66,424,8,17,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,1574,25,212,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,1535,33,340,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,1914,25,212,4,14,yes,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,2214,25,120,4,14,yes,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,2299,66,120,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,1999,33,250,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,3795,33,1000,16,14,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,1895,33,340,8,14,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,1795,50,424,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,1794,33,212,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,3899,66,527,16,17,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,1299,25,212,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,3144,66,528,16,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,1595,33,107,2,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,2890,66,426,8,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,2199,50,340,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,2449,25,245,4,14,yes,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,3127,66,424,16,15,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,2995,66,528,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,2943,33,340,8,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,3190,50,528,16,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,2444,33,426,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,1995,33,424,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,1844,50,107,2,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,1494,33,240,4,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,2544,50,426,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,2290,66,214,4,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,1349,33,212,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,2095,33,426,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,2743,33,340,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,2135,33,540,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,2999,66,450,16,15,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,2495,25,528,16,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,1489,25,120,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,2644,66,426,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,2374,33,212,4,14,yes,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,1590,33,107,2,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,1944,25,214,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,2654,33,340,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,1999,33,230,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,1990,33,214,4,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,5399,66,1200,32,17,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,2244,33,426,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,2134,25,245,4,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,1995,66,340,8,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,1499,33,170,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,2944,50,528,16,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,2785,33,1060,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,2854,33,340,8,14,no,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,2344,33,426,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,2320,33,528,8,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,3099,66,450,16,15,yes,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,1644,33,107,2,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,2090,50,214,4,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,2744,25,528,16,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,3334,66,528,16,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,2844,33,528,16,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,2024,25,170,4,14,yes,no,no,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,1799,25,424,4,14,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,2099,66,245,4,15,yes,yes,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,1890,33,214,4,15,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,1520,33,424,4,14,no,no,yes,275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
